product_name,rating,text,date,source
Fragrance-Free Body Lotion,5,"My skin has never looked better, really happy with it.",2026-02-01,synthetic
Fragrance-Free Body Lotion,4,Does what it says. Nice texture and absorbs quickly.,2026-02-22,synthetic
Hydrating Gel Cleanser,4,"Works well, took a few weeks to see results.",2026-04-18,synthetic
Gentle Foaming Face Wash,4,Does what it says. Nice texture and absorbs quickly.,2026-04-18,synthetic
Barrier Repair Moisturiser,3,Works fine but I probably won't repurchase.,2026-06-08,synthetic
Barrier Repair Moisturiser,5,"Love this, my skin feels amazing after a week.",2026-05-08,synthetic
Daily Mineral SPF 30,5,"Best moisturiser I've used, no irritation at all.",2026-05-14,synthetic
Overnight Retinol Cream,1,"Had an allergic reaction, avoid if you're sensitive.",2026-03-17,synthetic
Fragrance-Free Body Lotion,5,So gentle and it actually works. Will buy again.,2026-06-26,synthetic
Overnight Retinol Cream,2,"Disappointed, gave me a couple of breakouts.",2026-01-01,synthetic
Barrier Repair Moisturiser,5,"Love this, my skin feels amazing after a week.",2026-05-27,synthetic
Niacinamide 10% Serum,4,Really good product but a bit pricey.,2026-05-11,synthetic
Barrier Repair Moisturiser,5,"Best moisturiser I've used, no irritation at all.",2026-06-14,synthetic
Gentle Foaming Face Wash,5,"Best moisturiser I've used, no irritation at all.",2026-04-29,synthetic
Niacinamide 10% Serum,5,"Love this, my skin feels amazing after a week.",2026-03-16,synthetic
Overnight Retinol Cream,5,"My skin has never looked better, really happy with it.",2026-01-30,synthetic
Hydrating Gel Cleanser,5,"Love this, my skin feels amazing after a week.",2026-02-05,synthetic
Niacinamide 10% Serum,4,"Works well, took a few weeks to see results.",2026-04-02,synthetic
Gentle Foaming Face Wash,2,"Not great, it left my skin feeling dry and tight.",2026-04-06,synthetic
Niacinamide 10% Serum,3,"It's okay, nothing special.",2026-04-13,synthetic
Fragrance-Free Body Lotion,4,"Works well, took a few weeks to see results.",2026-04-09,synthetic
Fragrance-Free Body Lotion,4,"Good overall, but I've used better.",2026-06-16,synthetic
Niacinamide 10% Serum,2,"Not great, it left my skin feeling dry and tight.",2026-02-03,synthetic
Hydrating Gel Cleanser,4,Does what it says. Nice texture and absorbs quickly.,2026-01-27,synthetic
Fragrance-Free Body Lotion,4,"Good overall, but I've used better.",2026-02-16,synthetic
Overnight Retinol Cream,4,Really good product but a bit pricey.,2026-06-25,synthetic
Niacinamide 10% Serum,2,Didn't see any difference and it stings a little.,2026-05-05,synthetic
Salicylic Acid Toner,5,"My skin has never looked better, really happy with it.",2026-01-12,synthetic
Overnight Retinol Cream,5,"Love this, my skin feels amazing after a week.",2026-06-23,synthetic
Daily Mineral SPF 30,4,"Works well, took a few weeks to see results.",2026-05-13,synthetic
Barrier Repair Moisturiser,4,"Good overall, but I've used better.",2026-06-19,synthetic
Fragrance-Free Body Lotion,3,Average. Expected more based on the hype.,2026-06-19,synthetic
Salicylic Acid Toner,4,Does what it says. Nice texture and absorbs quickly.,2026-05-23,synthetic
Hydrating Gel Cleanser,2,"Not great, it left my skin feeling dry and tight.",2026-06-14,synthetic
Fragrance-Free Body Lotion,2,Didn't see any difference and it stings a little.,2026-02-12,synthetic
Fragrance-Free Body Lotion,5,"Best moisturiser I've used, no irritation at all.",2026-03-03,synthetic
Gentle Foaming Face Wash,5,"Love this, my skin feels amazing after a week.",2026-05-10,synthetic
Salicylic Acid Toner,5,"My skin has never looked better, really happy with it.",2026-03-02,synthetic
Fragrance-Free Body Lotion,5,"Perfect for my sensitive skin, no reaction whatsoever.",2026-04-25,synthetic
Fragrance-Free Body Lotion,5,"My skin has never looked better, really happy with it.",2026-03-22,synthetic
Fragrance-Free Body Lotion,5,"Love this, my skin feels amazing after a week.",2026-01-27,synthetic
Hydrating Gel Cleanser,4,Really good product but a bit pricey.,2026-01-24,synthetic
Gentle Foaming Face Wash,3,Works fine but I probably won't repurchase.,2026-05-24,synthetic
Fragrance-Free Body Lotion,5,"Best moisturiser I've used, no irritation at all.",2026-04-04,synthetic
Daily Mineral SPF 30,3,Average. Expected more based on the hype.,2026-03-26,synthetic
Fragrance-Free Body Lotion,4,"Works well, took a few weeks to see results.",2026-04-26,synthetic
Daily Mineral SPF 30,5,"Love this, my skin feels amazing after a week.",2026-03-29,synthetic
Gentle Foaming Face Wash,5,"Perfect for my sensitive skin, no reaction whatsoever.",2026-05-14,synthetic
Barrier Repair Moisturiser,5,"Love this, my skin feels amazing after a week.",2026-02-12,synthetic
Salicylic Acid Toner,4,Really good product but a bit pricey.,2026-03-07,synthetic
Daily Mineral SPF 30,4,Really good product but a bit pricey.,2026-04-11,synthetic
Daily Mineral SPF 30,5,"Best moisturiser I've used, no irritation at all.",2026-01-28,synthetic
Hydrating Gel Cleanser,3,Works fine but I probably won't repurchase.,2026-06-22,synthetic
Fragrance-Free Body Lotion,4,"Good overall, but I've used better.",2026-06-18,synthetic
Niacinamide 10% Serum,4,"Good overall, but I've used better.",2026-01-02,synthetic
Hydrating Gel Cleanser,4,"Good overall, but I've used better.",2026-05-30,synthetic
Niacinamide 10% Serum,4,Does what it says. Nice texture and absorbs quickly.,2026-02-02,synthetic
Overnight Retinol Cream,5,"Perfect for my sensitive skin, no reaction whatsoever.",2026-04-09,synthetic
Daily Mineral SPF 30,4,"Works well, took a few weeks to see results.",2026-04-12,synthetic
